752,Dematapitiya
753,Demodara
754,"Demodara,"
755,"Denagama,"
756,Denikade
757,Denipitiya
758,Denipitiye
759,Deniya
760,Deniyaya
761,Deniyegama
762,Denuwala
763,Derangala
764,Deraniyagala Town
765,Deuldeniya.
766,Devalahandiya
767,Devipahala
768,Dewa Giripura
769,Dewahoowa
770,Dewahuwa
771,Dewalahida
772,Dewalapola
773,Dewalegama
774,Dewalpola
775,Dewanagala
776,Dewata
777,Dewndara
778,Dewramwehera
779,Dhabana
780,Dhalupotha
781,Dhamana
782,Dhambadeniya
783,Dibbadda
784,Dibulagala
785,Dickoya
786,Dickwella
787,Digampathaha
788,Digana
789,Digandala
790,Diganwawe
791,Dikdeniya
792,Dikhena
793,Dikkiriyawatta
794,Dikkubura
795,Dimbulgamuwa
796,Dimiyawa
797,Dippitiya
798,Diulapitiya
799,Diulwewa
800,Diurumpitiya
801,Divulapitiya
802,Diwlankadawala
803,Diwrumpola
804,Diyabeduma
805,Diyagaha
806,Diyakaduwa
807,Diyakobala
808,Diyannewala
809,Diyapota
810,Diyasenpura
811,Diyatalawa
812,"Diyawinna,"
813,Dobagaskanda
814,Dobagoda
815,Dobawalagama
816,Dobhawala
817,Dodamgoda 
818,Dodampe
819,Dodamwala
820,Dodandeniya
821,Dodanduwa
822,Dodangaslanda
823,Dodangoda
824,Dolampoththa
825,Dolapihilla
826,Dolosbage
827,Doloswalakanda
828,Doluwa
829,Dombagoda
830,Dombawela
831,Dompe 
832,Doolgolla
833,Dope
834,Doragala
835,Doragamuwa
836,Dorakubura
837,Dorapane
838,Dorawaka
839,Duakadeniya
840,Dullewa
841,Dummaladeniya
842,Dummalasooriya
843,Dunagaha
844,Dungalpitiya
845,Dunhida
846,Dunkannawa
847,Dunkolahena
848,Dunkolawatta
849,Dunukeulla
850,Dunukewatta
851,"Durakanda,"
852,Dutuwewa
853,Ederagala
854,"Edimorwaththa,"
855,Edurapotha 
856,Ehala Rathgama
857,Eheliyagoda
858,Ehetuwewa
859,Ekala
860,Ekiriyankubura
861,Elabadagama
862,Elagamuwa
863,Elahera
864,Elapatha
865,Elathalawa
866,Eldeniya
867,Elibichchiya
868,Eliwila
869,Elkaduwa
870,Ella
871,Ella Kanda
872,Ellawa
873,Ellawala
874,"Ellepola,"
875,Elpitiya
876,Eluwankulam 
877,Eluwapitiya
878,Eluwapola
879,Eluwila 
880,Elwala 
881,Embaroluwa
882,Embilipitiya
883,Embuldeniya
884,Enamalpotha
885,Endana
886,Eppawawala
887,Erabadda
888,Erathna
889,Eravar
890,Erepola
891,Erin Estate
892,Essella
893,Eswatta
894,Ethkandura
895,Ethnawala
896,Ethoya
897,Ethungahakotuwa
898,Ettampitiya
899,Ewariwatta
900,Gabbala 
901,Gabbela
902,Gagasiripura
903,Gageyaya
904,Gaiyala
905,Gala Handiya 
906,Galabada
907,Galadiwulwewa
908,Galagama
909,"Galagama,"
910,Galagedara
911,Galagedarah/Homagama
912,Galagoda
913,Galaha
914,Galahena
915,Galamuna
916,Galapitagala
917,Galapitamada
918,Galapitamadama
919,Galatha
920,Galathara
921,Galathara 
922,Galauda
923,Galedanda
924,Galenbindunuwewa
925,Galewela
926,Galgammulla
927,Galgamuwa
928,Galgamuwa 
929,Galgediyawa
930,"Galgoda,"
931,"Galhira,"
932,Galigamuwa 
933,Galkalla
934,Galkanda
935,"Galkanda,"
936,Galkiriyagama
937,Galkulama
938,Galkuliya
939,Gallassa
940,Galle
941,Galle 
942,Gallella
943,Gallewa
944,Galmaththa
945,Galmulla
946,Galmuruwa
947,Galnewa
948,Galoya
949,Galpatha
950,Galpaya
951,Galpihilla
952,Galtenwewa
953,Galthabarawa
954,Galthenna
955,Galwala
956,Galwetiyawa
957,Gam Udawa
958,Gamakanda
959,Gamewela
960,Gamini Mw
961,Gammaddegoda
962,Gammana
963,Gampaha
964,Gampola
965,Gampolawela
966,Gamunupura
967,Ganangamuwa
968,Ganangolla
969,Gandara
970,Ganegama
971,Ganegoda
972,Ganemulla
973,Ganethenna
974,Ganewattha
975,Ganewelpola
976,Gangevadiya
977,Gangewatta
978,Ganhatha
979,Ganithapura
980,Gannoruwa
981,Ganthiriyagama
982,Ganthuna
983,Gasnawa
984,Gatambe
985,Gatulawe
986,Gawaragiriya
987,Gelioya
988,Gemunupura
989,Gepallawa
990,Getahetta
991,Getalawa
992,Getamanna
993,Gettuwana
994,Gevilipitiya
995,Gilimale
996,Ginigala
997,Ginigathehena
998,Ginigathhena
999,Ginimalla Gaha
1000,Ginthota
1001,Giragama
1002,Giribawa
1003,Giridara
1004,Girithale
1005,Giriulla 
1006,Godagampala
1007,Godakanda
1008,Godakawela
1009,Godapola
1010,Godawela
1011,Godigamuwa
1012,Godunna
1013,Gokarella
1014,Goluwawila
1015,Gomadiya
1016,Gomarankalla
1017,Gomila Mawarala
1018,Gomugomuwa
1019,Gonadeniya
1020,Gonagala
1021,Gonagaldeniya
1022,Gonagama
1023,Gonagamuwa
1024,Gonaganara
1025,Gonagolla
1026,Gonahena 
1027,Gonakumbura
1028,Gonamotawa
1029,Gonamulla
1030,Gonapathirawa
1031,Gonapinuwal
1032,Gonapitiya
1033,Gonawila
1034,Gonbaddala
1035,Gonnoruwa
1036,Goragaswagara
1037,Gorakaya
1038,Gorakela
1039,Gothamigama
1040,Gothatuwa
1041,Goviina
1042,Govinna
1043,Growhill
1044,Gunnepana
1045,Guralawela
1046,"Gurubewila,"
1047,Gurubewilagama
1048,Gurudala 
1049,Gurudeniya
1050,Gurugama
1051,Gurugoda
1052,Gurukale
1053,Gurukubadda 
1054,Gurulupotha
1055,Gurupokuna
1056,Guruthalawa
1057,Habaraduwa
1058,Habarana
1059,Habaraththawala
1060,Habudugala
1061,Haburugala
1062,Hachchikutti
1063,Hadapangoda
1064,Hadawinna
1065,Hadeniya
1066,Hadigalla 
1067,Hadigalla Janapadaya 
1068,Hadungamuwa
1069,Hagala
1070,Haggala
1071,Haggamuwa
1072,Haguranketha
1073,Hakamuwa
1074,Hakbellawaka
1075,Hakgala
1076,Hakmana
1077,Hakuruwela
1078,Haldamuula
1079,Halekada
1080,Haliela
1081,Haliwala
1082,Halkandaliya
1083,Halkandawila 
1084,Hallala
1085,Halmillawawe
1086,Haloluwa
1087,Halpanwila
1088,Halpe
1089,"Halpe,"
1090,Halthota
1091,Halwathura
1092,Halyala
1093,Hamangalla
1094,Hamannaphuwa
1095,Hambanthota
1096,Hammalawa
1097,Hampegama
1098,Handagiriya
1099,Handessa
1100,Handugala
1101,Hanthana
1102,Hanwella
1103,Hapathgamuwa
1104,"Hapugahakumbura,"
1105,Hapugala
1106,Hapugaspitiya
1107,Hapugasthalawa
1108,Hapugasthenna
1109,Haputale
1110,Harakola
1111,Harankawa
1112,Harasbedda
1113,Harigala
1114,Harumalgoda
1115,Hasalaka
1116,"Hatangala,"
1117,Hathagala
1118,Hathamuna
1119,Hathamunagala
1120,"Hatharabage,"
1121,Hatharaliyadda
1122,Hathareskotuwa
1123,Hathkella
1124,Hathporuwa
1125,Haththella
1126,Haththiniya
1127,Hatton
1128,Haupe
1129,Hawaeliya
1130,Hawuluwa
1131,Heenatigala
1132,Heenatiyangala 
1133,Heenmoragolla
1134,Heeressagala
1135,Helabadugama
1136,Helamada
1137,Helamba 
1138,Helaudakanda
1139,Hemmathagama
1140,Henegama
1141,Hettikanda
1142,Hettimulla
1143,Hettipola
1144,Hevanakumbura
1145,Hewadiwela
1146,Hewaheta
1147,Hidellana
1148,Hidogama
1149,Hidurangala
1150,Higgashena
1151,Highforest
1152,Higura Ara
1153,Higurakanda
1154,Higurakgoda
1155,Higurukaduwa
1156,Hikkaduwa
1157,Hindagala
1158,Hindagoda
1159,Hindagolla
1160,Hindakalugama
1161,Hinguralakanda
1162,Hinguruwelpitiya
1163,Hiniduma
1164,Hirigal Ketiya
1165,Hiriketiya 
1166,Hirimbura
1167,Hiripitiyagama
1168,Hiripitiyawa
1169,Hiriwadunna
1170,Hiruwalpola
1171,Hiththetiya
1172,Hiyare
1173,Hodiyadeniya
1174,Homapola
1175,Hombawa
1176,Hopton
1177,Horagolla
1178,Horambawa
1179,Horampella
1180,Horana
1181,Horapavita
1182,Horapola
1183,Horathepola
1184,Horawala
1185,Horiwila
1186,Horombawa
1187,Hripitiya
1188,Hulandawa
1189,Huluganga
1190,Hundirapola
1191,Hungama
1192,Hungampola
1193,Hunganwela
1194,Hunnasfalls
1195,Hunnasgiriya
1196,Hunnasgiriya Estate
1197,"Hunuwala,"
1198,Hurigaswewa
1199,Hurimaluwa
1200,Ibbagamuwa
1201,Ibbankatuwa
1202,Idalgastinna
1203,Idangama
1204,Idangoda
1205,Iddagoda 
1206,Iddamalgoda
1207,Idigasketiya
1208,Idigolla
1209,Idiwinna
1210,Iduru Path Willa
1211,Iduruwa
1212,Ihala Halmillewa
1213,Ihala Kalugamuwa
1214,Ihala Kimbiya
1215,Ihala Yagoda
1216,Ihalabeligalla
1217,Ihalagama
1218,Ihalakotte
1219,Ihalamadampella
1220,Ikiriwewa
1221,Ikiriyagoda
1222,Ikiriyagolla
1223,Ikkapallma
1224,Ilimba
1225,Ilippadeniya
1226,Illangawatta
1227,"Illukkumbura,"
1228,Ilukhena
1229,Ilukwaththa
1230,Imaduwa
1231,Imboolpitiya
1232,Imbulana
1233,Imbulgasdeniya
1234,Imbulgoda
1235,Imbulgoda 
1236,Inamaluwa
1237,Induruwa
1238,Inginimitiya
1239,Ingiriya
1240,Inigodawila
1241,Inikambedda
1242,Ipalogama
1243,Iranawila
1244,Iridapola
1245,Iriyagahamada
1246,Iriyagolla
1247,Issadin Town
1248,Isurugama
1249,Iththapana 
1250,Iththekanda
1251,Ja Ela
1252,Jadura
1253,Jagulla
1254,Jalasakanda
1255,Jambugahapitiya
1256,Jayabima
1257,Jayamalpura
1258,Jayanthi Handiya
1259,Jayanthipura
1260,Jayasundarapura
1261,Julgaha
1262,Juulampitiya
1263,Kabagamuwa
1264,Kabalana
1265,Kabaragala
1266,Kadadora
1267,Kadahapola
1268,Kadanhena
1269,Kadawalawewa
1270,Kadawatha
1271,Kadhapola
1272,Kadigamuwa
1273,Kadiragoda
1274,Kadirana
1275,Kaduboda
1276,Kadugannawa
1277,Kaduruduwa
1278,Kadurugas Ara
1279,Kadurugashandiya
1280,Kadurupokuna
1281,Kaduwela
1282,Kagama
1283,Kahabiliyawatta
1284,Kahada
1285,Kahadamodara
1286,Kahadenigama
1287,Kahaduwa
1288,Kahagolla
1289,Kahakurullanpelessa
1290,Kahambana
1291,Kahanaowita
1292,Kahangama
1293,Kahapathwala
1294,Kahatagasthenna
1295,Kahatagasyaya
1296,Kahatapitiya
1297,Kahataruppa
1298,Kahatawila
1299,Kahatowita
1300,Kahawa
1301,Kahawatta
1302,Kaikawala
1303,Kailapathana
1304,Kajugaswatta
1305,Kajuwatta
1306,Kakkapalliya
1307,Kakuladola
1308,Kala Karabewa
1309,Kalagedihena
1310,Kalagedihena 
1311,Kalahagala
1312,Kalalpitiya
1313,Kalamulla
1314,Kalankuttiya
1315,Kalaoya
1316,Kalawallawa
1317,Kalawana
1318,Kalawellawa 
1319,Kalawewa
1320,Kalegana
1321,Kalikele
1322,Kaliyawalana
1323,Kalladiya
1324,Kalmunai
1325,Kalpitiya
1326,"Kalthota,"
1327,Kaluaggala
1328,Kalubovitiyana
1329,Kalubowitiyana
1330,Kaludewala
1331,Kalugahakadura
1332,Kalugala
1333,Kalugala 
1334,Kalugamuwa
1335,Kalugohuthenna
1336,Kalundewa
1337,Kalupahana
1338,Kalutara 
1339,Kaluwella
1340,Kambiadiya
1341,Kamburapola
1342,Kamburawala 
1343,Kamburugamuwa
1344,Kamburupitiye
1345,Kammandaluwa
1346,Kanadulla
1347,Kanampella
1348,Kananke
1349,Kananwila
1350,Kanaththewewa
1351,Kandagolla
1352,Kandakadu
1353,Kandaketiya
1354,"Kandaketiya,"
1355,Kandakkuliya
1356,Kandalama
1357,Kandana
1358,Kandanegedara
1359,Kandangoda
1360,Kandapola
1361,Kandegama
1362,Kandegedara
1363,Kandenuwara
1364,Kandevihara
1365,Kandewatta
1366,Kandhapuhulpola
1367,Kandy
1368,Kanjikuliya
1369,Kankanamgama
1370,Kannangama
1371,Kannanthota
1372,Kannaththota
1373,Kanukattiya
1374,Kanupelalla
1375,Kanuwana
1376,Kappetiyagoda
1377,"Kapugala,"
1378,Kapugoda
1379,Kapuhempola
1380,Karabaganmulla
1381,Karabewa
1382,Karadagolla
1383,Karadana
1384,Karagahagedara
1385,"Karagasthalawa,"
1386,Karagoda Uyangoda
1387,Karaithivu
1388,Karaitivu
1389,Karamada
1390,Karambe
1391,Karametiya
1392,Karandagolla
1393,Karandana Bridge 
1394,Karandeniya
1395,Karandupona
1396,Karangoda
1397,Karanthippala
1398,Karapincha
1399,Karapitiya
1400,Karaulla
1401,Karawilahena
1402,Karawilayaya
1403,Karawita
1404,Karikattiya
1405,Karuvalagaswewa
1406,Karuvattukkal
1407,Kasingama
1408,Kataboolawa
1409,Katamburawa
1410,Katana
1411,Kathalugoda
1412,Kathaluwa
1413,Katharagama
1414,Kattakaduwa
1415,Kattimana
1416,Kattuwa
1417,Katudeniya
1418,Katugaha
1419,Katugahagalge
1420,Katugampola
1421,Katugasthota
1422,Katugastota
1423,Katugoda
1424,Katukeliya
1425,Katukeliyawa
1426,Katukenda
1427,Katukurunda 
1428,Katunayake 
1429,Katuneriya
1430,Katupotha
1431,Katuwakele
1432,Katuwana
1433,Katuwanwila
1434,Katuwawa
1435,Katuwellegama
1436,Kaudupalella
1437,Kavisigamuwa
1438,Kawanthissapura
1439,Kawatayamuna
1440,Kawdulla
1441,Keella
1442,Keenadeniya
1443,Keenagahawila
1444,Keenapalassa
1445,Keenawala
1446,Keerapane
1447,Keeriyankalliya
1448,Kegalle 
1449,Kehalgasshena
1450,Kehelbaddara
1451,Kehelulla
1452,Kekanadura
1453,Kekillapitiya
1454,Kekirawa
1455,Kekulandala 
1456,Kekunawela
1457,Kelaniyamulla
1458,Kelinkanda 
1459,Kempane
1460,Kendalanda
1461,Keppetigala
1462,Keppetipola
